Word,American,English
acorn,ˈeɪkɔrn,ˈeɪkɔ:n
acorns,'eɪkɔnz,'eɪkɔ:nz
acorn's,NULL,NULL
acosta,NULL,NULL
acott,NULL,NULL
acoustic,əˈkustɪk,əˈku:stɪk
acoustical,ə'kustɪkl,ə'ku:stɪkl
acoustically,ə'kustɪklɪ,ə'ku:stɪklɪ
acoustics,əˈkustɪks,əˈku:stɪks
acquaint,əˈkwent,əˈkweɪnt
acquaintance,əˈkwentəns,əˈkweɪntəns
acquaintances,ək'weɪntənsɪz,ək'weɪntənsɪz
acquaintanceship,NULL,əˈkweɪntənsʃɪp
acquainted,əˈkwentɪd,əˈkweɪntɪd
acquaviva,NULL,NULL
acquiesce,ˌækwiˈɛs,ˌækwiˈes
acquiesced,NULL,ˌækwi:ˈest
acquiescence,ˌækwiˈɛsəns,ˌækwiˈesns
acquiescing,NULL,ˌækwi:ˈesɪŋ
acquire,əˈkwaɪr,əˈkwaɪə(r)
acquired,əˈkwaɪrd,ə'kwaɪəd
acquirer,ə'kwaɪərə,ə'kwaɪərə
acquirer's,NULL,NULL
acquirers,NULL,NULL
acquires,NULL,əˈkwaiəz
acquiring,ək'waɪərɪŋ,ək'waɪərɪŋ
acquisition,ˌækwɪˈzɪʃən,ˌækwɪˈzɪʃn
acquisition's,NULL,NULL
acquisitions,NULL,ˌækwiˈziʃənz
acquisitive,əˈkwɪzɪtɪv,əˈkwɪzətɪv
acquit,əˈkwɪt,əˈkwɪt
acquitaine,NULL,NULL
acquits,NULL,əˈkwits
acquittal,əˈkwɪtl,əˈkwɪtl
acquittals,NULL,əˈkwɪtlz
acquitted,NULL,əˈkwitid
acquitting,NULL,əˈkwitɪŋ
acre,ˈekɚ,ˈeɪkə(r)
acreage,"ˈekərɪdʒ, ˈekrɪdʒ",ˈeɪkərɪdʒ
acree,ə'kri,ə'kri:
acres,'eɪkəs,'eɪkəs
acrey,NULL,NULL
acri,NULL,NULL
acrid,ˈækrɪd,ˈækrɪd
acrimonious,ˌækrɪˈmoʊniəs,ˌækrɪˈməʊniəs
acrimony,ˈækrɪmoʊni,ˈækrɪməni
acro,'ækroʊ,'ækrəʊ
acrobat,ˈækrəˌbæt,ˈækrəbæt
acrobatic,ˌækrəˈbætɪk,ˌækrəˈbætɪk
acrobatics,ˌækrəˈbætɪks,ˌækrəˈbætɪks
acrobats,NULL,ˈækrəˌbæts
acrolein,ə'kroʊlɪɪn,ə'krəʊlɪɪn
acronym,'ækrənɪm,ˈækrənɪm
acronyms,NULL,ˈækrəˌnɪmz
acropolis,əˈkrɑpəlɪs,əˈkrɒpəlɪs
across,əˈkrɔs,əˈkrɒs
acrylic,əˈkrɪlɪk,əˈkrɪlɪk
acrylics,ə'krɪlɪks,ə'krɪlɪks
act,ækt,ækt
act's,NULL,NULL
actava,NULL,NULL
actava's,NULL,NULL
actavas,NULL,NULL
acted,'æktɪd,'æktɪd
actel,NULL,NULL
actigall,NULL,NULL
actin,'æktɪn,'æktɪn
acting,ˈæktɪŋ,ˈæktɪŋ
actinide,'æktɪˌnaɪd,'æktɪnaɪd
actinidia,'æktɪnaɪdɪr,'æktɪnaɪdɪə
actinomycosis,ˌæktənoʊmaɪ'koʊsɪs,æktɪnəʊmaɪ'kəʊsɪs
action,ˈækʃən,ˈækʃn
action's,NULL,NULL
actionable,ˈækʃənəbəl,ˈækʃənəbl
actions,'ækʃ(ə)nz,'ækʃ(ə)nz
activase,ˈæktəˌves,ˈæktəˌveɪs
activate,ˈæktəˌvet,ˈæktɪveɪt
activated,'æktəˌveɪtɪd,'æktɪveɪtɪd
activates,NULL,ˈæktiveits
activating,'æktɪveɪtɪŋ,'æktɪveɪtɪŋ
activation,ˌæktɪ'veɪʃn,ˌæktɪ'veɪʃn
activator,'æktəˌveɪtə,'æktɪveɪtə
active,ˈæktɪv,ˈæktɪv
active's,NULL,NULL
actively,'æktɪvlɪ,'æktɪvlɪ
actives,'æktɪvz,'æktɪvz
activision,NULL,NULL
activism,ˈæktəˌvɪzəm,'æktɪvɪzəm
activist,ˈæktəvɪst,ˈæktɪvɪst
activists,'æktɪvɪsts,'æktɪvɪsts
activities,NULL,ækˈtivitiz
activity,ækˈtɪvɪti,ækˈtɪvəti
actmedia,NULL,NULL
actodine,NULL,NULL
acton,'æktən,'æktən
actor,ˈæktɚ,ˈæktə(r)
actor's,NULL,NULL
actors,'æktəz,'æktəz
actress,ˈæktrɪs,ˈæktrəs
actress's,NULL,NULL
actresses,'æktrɪsɪz,'æktrɪsɪz
acts,NULL,ækts
actual,ˈæktʃuəl,ˈæktʃuəl
actuality,ˌæktʃuˈælɪti,ˌæktʃuˈæləti
actualize,'æktʃʊrlaɪz,ˈæktʃuəlaɪz
actually,ˈæktʃuəli,ˈæktʃuəli
actuarial,ˌæktʃʊ'eərɪrl,ˌæktʃʊ'eərɪəl
actuaries,NULL,ˈæktjuəriz
actuary,ˈæktʃeri,ˈæktʃuəri
actuate,ˈæktʃuˌet,ˈæktʃueɪt
actuator,'æktʃʊˌeɪtə,'æktʃʊeɪtə
actuators,NULL,NULL
actus,'æktəs,'æktəs
acuff,NULL,NULL
acuity,əˈkjuɪti,əˈkju:əti
acumen,"əˈkjumən, ˈækjə-",ˈækjəmən
acuna,NULL,NULL
acupuncture,ˈækjʊˌpʌŋktʃɚ,ˈækjupʌŋktʃə(r)
acura,NULL,NULL
acura's,NULL,NULL
acuras,NULL,NULL
acustar,NULL,NULL
acute,əˈkjut,əˈkju:t
acutely,əˈkjuːtli,əˈkju:tli
acuteness,ə'kjutnəs,ə'kju:tnəs
acyclovir,eɪˈsaɪkləvɪr,eɪˈsaɪkləvɪə(r)
ad,æd,æd
ad's,NULL,NULL
ada,NULL,NULL
ada's,NULL,NULL
adabel,NULL,NULL
adabelle,NULL,NULL
adachi,NULL,NULL
adage,ˈædɪdʒ,ˈædɪdʒ
adagio,əˈdɑdʒioʊ,əˈdɑ:dʒiəʊ
adah,NULL,ˈeidə
adair,NULL,NULL
adaire,NULL,NULL
adak,ˈeˌdæk,ˈeɪˌdæk
adalah,NULL,NULL
adalia,NULL,NULL
adam,NULL,ˈædəm
adam's,NULL,NULL
adamant,"ˈædəmənt, -ˌmænt",ˈædəmənt
adamantly,"ˈædəməntli, -ˌmænt-",'ædəməntlɪ
adamcik,NULL,NULL
adamczak,NULL,NULL
adamczyk,NULL,NULL
adame,NULL,NULL
adamec,NULL,NULL
adamek,NULL,NULL
adames,NULL,NULL
adami,NULL,NULL
adamik,NULL,NULL
adamina,NULL,NULL
adamkus,NULL,NULL
adamo,NULL,NULL
adams,NULL,NULL
adams's,NULL,NULL
adamski,NULL,NULL
adamson,NULL,NULL
adamstown,NULL,ˈædəmzˈtaun
adan,NULL,NULL
adapso,NULL,NULL
adapt,əˈdæpt,əˈdæpt
adaptability,əˌdæptə'bɪlətɪ,əˌdæptə'bɪlətɪ
adaptable,əˈdæptəbəl,əˈdæptəbl
adaptaplex,NULL,NULL
adaptation,ˌædæpˈteʃən,ˌædæpˈteɪʃn
adaptations,ædæp'teɪʃnz,ædæp'teɪʃnz
adaptec,NULL,NULL
adaptec's,NULL,NULL
adapted,ə'dæptɪd,ə'dæptɪd
adapter,əˈdæptɚ,ə'dæptə
adapters,ə'dæptəz,ə'dæptəz
adapting,ə'dæptɪŋ,ə'dæptɪŋ
adaptive,əˈdæptɪv,əˈdæptɪv
adaptor,əˈdæptɚ,ə'dæptə(r)
adaptors,NULL,əˈdæptəz
adapts,NULL,əˈdæpts
adar,NULL,ɑ:ˈdɑ:
adas,NULL,NULL
aday,NULL,NULL
adaza,NULL,NULL
adcock,NULL,'ædkɔk
adcox,NULL,NULL
add,æd,æd
addair,NULL,NULL
addams,ˈædəmz,ˈædəmz
added,'ædɪd,'ædɪd
addendum,əˈdɛndəm,əˈdendəm
addendums,NULL,NULL
addeo,NULL,NULL
adder,ˈædɚ,ˈædə(r)
adderley,ˈædəli,ˈædəli:
addicks,NULL,NULL
addict,əˈdɪkt,ˈædɪkt
addicted,ə'dɪktɪd,əˈdɪktɪd
addicting,NULL,NULL
addiction,əˈdɪkʃən,əˈdɪkʃn
addictions,NULL,əˈdɪkʃənz
addictive,əˈdɪktɪv,əˈdɪktɪv
addicts,NULL,ˈædikts
addidas,NULL,NULL
addidas's,NULL,NULL
addie,NULL,ˈædi
adding,'ædɪŋ,'ædɪŋ
addington,NULL,NULL
addis,NULL,ˈædis
addison,ˈædɪsən,ˈædisn
addison's,NULL,NULL
addition,əˈdɪʃən,əˈdɪʃn
additional,ə'dɪʃənl,əˈdɪʃənl
additions,ə'dɪʃnz,ə'dɪʃnz
additive,ˈædɪtɪv,ˈædətɪv
additives,'ædɪtɪvz,'ædɪtɪvz
additionally,ə'dɪʃənəlɪ,ə'dɪʃənəlɪ
addle,ˈædəl,ˈædl
addled,NULL,ˈædld
addleman,NULL,NULL
address,ˈædres,əˈdres
addressable,əˈdrɛsəbəl,əˈdresəbl
addressed,ə'dresd,ə'dresd
addressee,"ˌædrɛˈsi, əˌdrɛsˈi",ˌædreˈsi:
addresses,NULL,əˈdresiz
addressing,NULL,NULL
adds,NULL,ædz
adduci,NULL,NULL
adduct,'ædʌkt,'ædʌkt
addy,NULL,NULL
addyston,NULL,NULL
ade,NULL,eid
adee,NULL,NULL
adel,NULL,NULL
adela,NULL,ˈædilə
adelaide,'ædəleɪd,'ædəleɪd
adelanto,NULL,NULL
adelbert,NULL,ə'delbə:t
adele,NULL,əˈdel
adele's,NULL,NULL
adeline,NULL,ˈædili:n
adell,NULL,NULL
adell's,NULL,NULL
adelle,NULL,NULL
adelman,NULL,NULL
adelmann,NULL,NULL
adelpha,NULL,NULL
adelphi,NULL,NULL
adelphia,ə'delfɪr,ə'delfɪə
adelphia's,NULL,NULL
adelson,NULL,NULL
adelstein,NULL,NULL
aden,NULL,NULL
adena,əˈdinə,əˈdi:nə
adenauer,"ˈædnˌaʊɚ, ˈɑd-","ˈædnˌaʊə, ˈɑ:d-"
adenine,'ædənɪn,'ædənɪn
adenoid,'ædnˌɔɪd,'ædɪnɔɪd
adenoids,NULL,ˈædənɔɪdz
adenoscan,NULL,NULL
adenosine,ə'denəsɪn,ə'denəsi:n
adenovirus,əˌdinoʊ'vaɪrəs,əˌdi:nəʊ'vaɪrəs
adept,əˈdɛpt,əˈdept
adequacy,'ædɪkwəsɪ,'ædɪkwəsɪ
adequate,ˈædɪkwɪt,ˈædɪkwət
adequately,'ædɪkwətlɪ,'ædɪkwətlɪ
ader,NULL,NULL
aderhold,NULL,NULL
aderman,NULL,NULL
ades,NULL,NULL
adey,NULL,NULL
adger,NULL,NULL
adham,NULL,NULL
adhere,ədˈhɪr,ədˈhɪə(r)
adhered,NULL,ədˈhiəd
adherence,ədˈhɪrəns,ədˈhɪərəns
adherent,ədˈhɪrənt,ədˈhɪərənt
adherents,əd'hɪərənts,əd'hɪərənts
adheres,NULL,ədˈhiəz
adhering,əd'hɪərɪŋ,əd'hɪərɪŋ
adhesion,ædˈhiʒən,ədˈhi:ʒn
adhesive,"ædˈhisɪv, -zɪv",ədˈhi:sɪv
adhesives,æd'hɪsɪvz,əd'hi:sɪvz
adia,NULL,NULL
adid,NULL,NULL
adidas,NULL,əˈdi:dəz
adidas's,NULL,NULL
adieu,əˈdu,əˈdju:
adin,NULL,NULL
adina,NULL,əˈdi:nə
adine,NULL,NULL
adios,"ˌædiˈos, ˌɑdi-",ɑ:ˈdjəus
adipose,ˈædɪpoʊs,ˈædɪpəʊs
adirondack,NULL,",ædi'rɔndæk"
adisq,NULL,NULL
adjacent,əˈdʒesənt,əˈdʒeɪsnt
adjani,NULL,NULL
adjective,ˈædʒɪktɪv,ˈædʒɪktɪv
adjectives,'ædʒɪktɪvz,'ædʒɪktɪvz
adjoin,əˈdʒɔɪn,əˈdʒɔɪn
adjoining,əˈdʒɔɪnɪŋ,ə'dʒɔɪnɪŋ
adjoins,NULL,əˈdʒɔinz
adjourn,əˈdʒɜrn,əˈdʒɜ:n
adjourned,NULL,əˈdʒə:nd
adjourning,a'dʒɜnɪŋ,a'dʒɜ:nɪŋ
adjournment,ə'dʒɜnmənt,ə'dʒɜ:nmənt
adjourns,NULL,əˈdʒə:nz
adjudge,əˈdʒʌdʒ,əˈdʒʌdʒ
adjudged,NULL,əˈdʒʌdʒd
adjudicate,əˈdʒudɪˌket,əˈdʒu:dɪkeɪt
adjudicated,NULL,əˈdʒu:dɪˌkeɪtid
adjudicating,NULL,əˈdʒu:dɪˌkeɪtɪŋ
adjudication,əˌdʒudɪ'keɪʃn,əˌdʒu:dɪ'keɪʃn
adjunct,ˈædʒˌʌŋkt,ˈædʒʌŋkt
adjuncts,'ædʒʌŋkts,'ædʒʌŋkts
adjust,əˈdʒʌst,əˈdʒʌst
adjustable,ə'dʒʌstəbḷ,əˈdʒʌstəbl
adjustables,NULL,NULL
adjusted,ə'dʒʌstɪd,ə'dʒʌstɪd
adjuster,ə'dʒʌstə,ə'dʒʌstə
adjusters,NULL,əˈdʒʌstəz
adjusting,ə'dʒʌstɪŋ,ə'dʒʌstɪŋ
adjustment,əˈdʒʌstmənt,əˈdʒʌstmənt
adjustments,NULL,əˈdʒʌstmənts
adjusts,NULL,əˈdʒʌsts
adjutant,ˈædʒətənt,ˈædʒʊtənt
adkins,NULL,NULL
adkinson,NULL,NULL
adkison,NULL,NULL
adkisson,NULL,NULL
adlai,NULL,"'ædli:,-lei,-lai"
adler,"ˈɑdlɚ, ˈæd-",ˈædlə
adler's,NULL,NULL
adlers,NULL,NULL
adley,NULL,NULL
adlon,NULL,NULL
adlong,NULL,NULL
adman,ˈædˌmæn,ˈædmæn
admen,NULL,ˈædmen
administer,ædˈmɪnɪstɚ,ədˈmɪnɪstə(r)
administered,NULL,ədˈministəd
administering,NULL,ədˈministərɪŋ
administers,NULL,ədˈministəz
administrate,əd'mɪnəˌstreɪt,əd'mɪnɪstreɪt
administrating,NULL,ədˈministreitɪŋ
administration, ædˌmɪnɪˈstreʃən,ədˌmɪnɪˈstreɪʃn
administration's,NULL,NULL
administrations,ədmɪnɪst'reɪʃnz,ədmɪnɪst'reɪʃnz
administrative,ədˈmɪnɪstreɪtɪv,ədˈmɪnɪstrətɪv
administratively,əd'mɪnɪstrətɪvlɪ,əd'mɪnɪstrətɪvlɪ
administrator,ædˈmɪnɪˌstretɚ,ədˈmɪnɪstreɪtə(r)
administrator's,NULL,NULL
administrators,əd'mɪnɪstreɪtəz,əd'mɪnɪstreɪtəz
admira,NULL,NULL
admira's,NULL,NULL
admirable,ˈædmərəbəl,ˈædmərəbl
admirably,'ædmərəblɪ,'ædmərəblɪ
admiral,ˈædmərəl,ˈædmərəl
admiral's,NULL,NULL
admirals,NULL,ˈædmərəlz
admiralty,'ædmərəltɪ,'ædmərəltɪ
admiration,ˌædməˈreʃən,ˌædməˈreɪʃn
admirations,NULL,NULL
admire,ædˈmaɪr,ədˈmaɪə(r)
admired,NULL,ədˈmaiəd
admirer,ədˈmaɪərər,ədˈmaɪərə(r)
admirers,NULL,ədˈmaɪərəz
admires,NULL,ədˈmaiəz
admiring,əd'maɪərɪŋ,əd'maɪərɪŋ
admiringly,əd'maɪərɪŋlɪ,əd'maɪərɪŋlɪ
admissibility,ədˌmɪsə'bɪlətɪ,ədˌmɪsə'bɪlətɪ
admissible,ædˈmɪsəbəl,ədˈmɪsəbl
admission,ædˈmɪʃən,ədˈmɪʃn
admissions,əd'mɪʃnz,əd'mɪʃnz
admit,ædˈmɪt,ədˈmɪt
admits,NULL,ədˈmits
admittance,ædˈmɪtns,ədˈmɪtns
admitted,əd'mɪtɪd,əd'mɪtɪd
admittedly,ædˈmɪtɪdli,ədˈmɪtɪdli
admitting,əd'mɪtɪŋ,əd'mɪtɪŋ
admonish,ədˈmɑnɪʃ,ədˈmɒnɪʃ
admonished,NULL,ædˈmɔnɪʃt
admonishes,NULL,ædˈmɔnɪʃiz
admonishing,NULL,ædˈmɔnɪʃɪŋ
admonishment,əd'mɑnɪʃmənt,əd'mɒnɪʃmənt
admonition,ˌædməˈnɪʃən,ˌædməˈnɪʃn
admonitions,NULL,ˌædməˈnɪʃənz
adnan,NULL,NULL
adney,NULL,NULL
ado,əˈdu,əˈdu:
adobe,əˈdoʊbi,əˈdəʊbi
adobe's,NULL,NULL
adolescence,ˌædlˈɛsəns,ˌædəˈlesns
adolescent,ˌædə'lesnt,ˌædəˈlesnt
adolescents,ædə'lesnts,ædə'lesnts
adolf,NULL,ˈædɔif
adolf's,NULL,NULL
adolfo,NULL,NULL
adolph,NULL,NULL
adolpha,NULL,NULL
adolphus,NULL,əˈdɔlfəs
adon,NULL,NULL
adonia,NULL,NULL
adonis,NULL,ə'dəunis
adopt,əˈdɑpt,əˈdɒpt
adoptable,ə'dɒptəbəl,ə'dɒptəbl
adopted,əˈdɑptɪd,əˈdɒptɪd
adoptee,ə'dɒpti,ə'dɒpti:
adoptees,NULL,NULL
adopter,əˈdɑptə(r),əˈdɒptə(r)
adopters,NULL,NULL
adopting,NULL,əˈdɔptɪŋ
adoption,əˈdɑpʃn,əˈdɒpʃn
adoptions,NULL,əˈdɔpʃənz
adoptive,əˈdɑptɪv,əˈdɒptɪv
adopts,NULL,əˈdɔpts
ador,NULL,NULL
adora,NULL,NULL
adorabelle,NULL,NULL
adorable,"əˈdɔrəbəl,əˈdor-",əˈdɔ:rəbl
adoration,ˌædəˈreʃən,ˌædəˈreɪʃn
adore,"əˈdɔr, əˈdor",əˈdɔ:(r)
adored,NULL,əˈdɔ:d
adoree,NULL,NULL
adorees,NULL,NULL
adores,NULL,əˈdɔ:z
adoring,NULL,əˈdɔ:rɪŋ
adorn,əˈdɔrn,əˈdɔ:n
adorna,NULL,NULL
adorned,NULL,əˈdɔ:nd
adornment,əˈdɔrnmənt,ə'dɔ:nmənt
adorning,ə'dɔnɪŋ,ə'dɔ:nɪŋ
adorno,NULL,NULL
adorns,NULL,əˈdɔ:nz
adra,NULL,NULL
adragna,NULL,NULL
adrda,NULL,NULL
adrea,NULL,NULL
adrenal,æd'rinəl,æd'ri:nəl
adrenalin,əˈdrɛnəlɪn,əˈdrenəlɪn
adrenaline,əˈdrɛnəlɪn,ə'drenəlɪn
adria,NULL,NULL
adrian,NULL,ˈeidriən
adriana,NULL,'ædriænə
adriance,NULL,NULL
adriano,NULL,NULL
adriatic,ˌedriˈætɪk,ˌeidriˈætik
adriel,NULL,NULL
adrienne,NULL,ˈeidrien
adrift,əˈdrɪft,əˈdrɪft
adroit,əˈdrɔɪt,əˈdrɔɪt
adroitly,ə'drɔɪtlɪ,ə'drɔɪtlɪ
ads,NULL,ædz
adsit,NULL,NULL
adss,NULL,NULL
adstar,NULL,NULL
adtec,NULL,NULL
adulate,ˈædʒəˌlet,'ædʒʊleɪt
adulation,ˌædʒəˈleɪʃn,ˌædjuˈleɪʃn
adult," əˈdʌlt, ˈædʌlt",ˈædʌlt
adulterate,əˈdʌltəˌret,əˈdʌltəreɪt
adulterated,ə'dʌltəˌreɪtɪd,ə'dʌltəreɪtɪd
adulterates,NULL,əˈdʌltəˌreɪts
adulteration,əˌdʌltə'reɪʃn,əˌdʌltə'reɪʃn
adulterer,əˈdʌltəɚ,əˈdʌltərə(r)
adulterers,NULL,əˈdʌltərəz
adulterous,"əˈdʌltərəs, -trəs",ə'dʌltərəs
adultery,"əˈdʌltəri,-tri",əˈdʌltəri
adulthood,'ædʌlthʊd,ˈædʌlthʊd
adults,æ'dʌlts,æ'dʌlts
advacare,NULL,NULL
advalue,NULL,NULL
advance,ədˈvæns,ədˈvɑ:ns
advance's,NULL,NULL
advanced,ədˈvænst,ədˈvɑ:nst
advancement,ədˈvænsmənt,ədˈvɑ:nsmənt
advancements,NULL,ædˈvænsmənts
advancer,əd'vɑnsə,əd'vɑ:nsə
advancers,NULL,NULL
advances,əd'vansɪz,əd'va:nsɪz
advancing,ədˈvænsɪŋ,ədˈvɑ:nsɪŋ
advani,NULL,NULL
advanta,NULL,NULL
advanta's,NULL,NULL
advantage,ədˈvæntɪdʒ,ədˈvɑ:ntɪdʒ
advantaged,ədˈvæntɪdʒd,ədˈvɑ:ntɪdʒd
advantageous,"ˌædvænˈtedʒəs, -vən-",ˌædvənˈteɪdʒəs
advantages,NULL,ədˈvɑ:ntidʒz
advantest,NULL,NULL
advection,æd'vekʃən,æd'vekʃən
advent,ˈædˌvɛnt,ˈædvent
adventist,"ˈædˌvɛntɪst, ædˈvɛn-","ˈædˌventɪst, ædˈven-"
adventists,NULL,NULL
adventure,ædˈvɛntʃɚ,ədˈventʃə(r)
adventurer,ædˈvɛntʃəɚ,ədˈventʃərə(r)
adventurers,NULL,ædˈventʃəəz
adventures,NULL,ədˈventʃəz
adventuresome,ədˈventʃərsəm,ədˈventʃəsəm
adventurism,ædˈvɛntʃəˌrɪzəm,ədˈventʃərɪzəm
adventurous,ædˈvɛntʃərəs,ədˈventʃərəs
adverb,ˈædvɜrb,ˈædvɜ:b
adverbial,æd'vɜbɪrl,æd'vɜ:bɪəl
adverbs,'ædvɜbz,'ædvɜ:bz
adversarial,ˌædvərˈseriəl,ˌædvəˈseəriəl
adversaries,NULL,ˈædvəsəriz
adversary,ˈædvərseri,ˈædvəsəri
adverse,ˈædvɜrs,ˈædvɜ:s
adversely,əd'vɜslɪ,əd'vɜ:slɪ
adversity,ədˈvɜrsəti,ədˈvɜ:səti
advertise,ˈædvərtaɪz,ˈædvətaɪz
advertised,'ædvətaɪzd,'ædvətaɪzd
advertisement,ˌædvərˈtaɪzmənt,ədˈvɜ:tɪsmənt
advertisements,əd'vɜtɪsmənts,əd'vɜ:tɪsmənts
advertiser,ˈædvərtaɪzə(r),ˈædvətaɪzə(r)
advertiser's,NULL,NULL
advertisers,NULL,ˈædvətaɪzəz
advertises,NULL,ˈædvətaiziz
advertising,ˈædvərtaɪzɪŋ,ˈædvətaɪzɪŋ
advertising's,NULL,NULL
advertorial,ˌædvərˈtɔriəl,ˌædvəˈtɔ:riəl
advertorials,NULL,ˌædvəˈtɔ:riəlz
advest,NULL,NULL
advice,əd'vaɪs,ədˈvaɪs
advil,NULL,NULL
advil's,NULL,NULL
advisability,ədˌvaɪzə'bɪlətɪ,ədˌvaɪzə'bɪlətɪ
advisable,ædˈvaɪzəbəl,ədˈvaɪzəbl
advise,ædˈvaɪz,ədˈvaɪz
advised,əd'vaɪzd,əd'vaɪzd
advisedly,ædˈvaɪzɪdli,ədˈvaɪzədli
advisement,ædˈvaɪzmənt,ədˈvaɪzmənt
adviser,ædˈvaɪzɚ,ədˈvaɪzə(r)
adviser's,NULL,NULL
advisers,əd'vaɪzəz,əd'vaɪzəz
advises,NULL,ədˈvaiziz
advising,əd'vaɪzɪŋ,əd'vaɪzɪŋ
advisor,ædˈvaɪzɚ,əd'vaɪzə
advisories,NULL,ædˈvaɪzəri:z
advisors,NULL,ædˈvaɪzəz
advisory,ædˈvaɪzəri,ədˈvaɪzəri
advo,NULL,NULL
advocacy,ˈædvəkəsi,ˈædvəkəsi
advocate,ˈædvəˌket,ˈædvəkeɪt
advocate's,NULL,NULL
advocated,NULL,ˈædvəkeitid
advocates,NULL,ˈædvəkeits
advocating,NULL,ˈædvəkeitɪŋ
advocation,ˌædvə'keɪʃən,ædvə'keɪʃən
adweek,NULL,NULL
adwell,NULL,NULL
ady,NULL,NULL
adz,ædz,ædz
ae,NULL,NULL
aegean,i'dʒiən,i:'dʒi:ən
aegerter,NULL,NULL
aegis,ˈidʒɪs,ˈi:dʒɪs
aegon,NULL,NULL
aeltus,NULL,NULL
aeneas,ɪˈniəs,iˈni:əs
aeneid,'inɪd,'i:nɪd
aer,NULL,ɛə
aerial,ˈeriəl,ˈeəriəl
aerials,'eərɪrlz,'eərɪəlz
aerie,"ˈɛri, ˈɪri",ˈɛəri
aerien,NULL,NULL
aeriens,NULL,NULL
aeritalia,NULL,NULL
aero,'eroʊ,'eərəʊ
aerobatic,ˌeərə'bætɪk,ˌeərə'bætɪk
aerobatics,ˌerəˈbætɪks,ˌeərəˈbætɪks
aerobic,eˈroʊbɪk,eəˈrəʊbɪk
aerobically,NULL,",eiə'rəubik"
aerobics,eˈroʊbɪks,eəˈrəʊbɪks
aerodrome,ˈerədroʊm,ˈeərədrəʊm
aerodromes,NULL,ˈeərəˌdrəʊmz
aerodynamic,ˌeəroʊdaɪ'næmɪk,ˌeərəʊdaɪ'næmɪk
aerodynamically,ˌeəroʊdaɪ'næmɪklɪ,ˌeərəʊdaɪ'næmɪklɪ
aerodynamicist,eəroʊdaɪ'næmɪsɪst,eərəʊdaɪ'næmɪsɪst
aerodynamicists,NULL,NULL
aerodynamics,ˌeroʊdaɪˈnæmɪks,ˌeərəʊdaɪˈnæmɪks
aerodyne,'erəˌdaɪn,'eərədaɪn
aerodyne's,NULL,NULL
aeroflot,NULL,ˈɛərəuflɔt
aeroflot's,NULL,NULL
aerogenosa,NULL,NULL
aerojet,'eəroʊdʒet,'eərəʊdʒet
aerojets,NULL,NULL
aerolift,NULL,NULL
aerolifts,NULL,NULL
aeromar,NULL,NULL
aeromexico,NULL,NULL
aeromexico's,NULL,NULL
aeronautic,ˌerə'nɔtɪk,ˌeərə'nɔ:tɪk
aeronautical,ˌeərə'nɔtɪkl,ˌeərə'nɔ:tɪkl
aeronauticas,NULL,NULL
aeronautics,ˌerəˈnɔtɪks,ˌeərəˈnɔ:tɪks
aeroquip,NULL,NULL
aeroperu,NULL,NULL
aeroperu's,NULL,NULL
aerosmith,NULL,NULL
aerosmith's,NULL,NULL
aerosol,ˈerəsɔl,ˈeərəsɒl
aerosols,'eərəsɒlz,'eərəsɒlz
aerospace,ˈeroʊspeɪs,ˈeərəʊspeɪs
aerospace's,NULL,NULL
aerospatiale,NULL,NULL
aerospatiale's,NULL,NULL
aerostar,NULL,NULL
aerostar's,NULL,NULL
aerostars,NULL,NULL
aerostat,ˈerəstæt,ˈeərəstæt
aerostat's,NULL,NULL
aerostats,NULL,NULL
aerotech,NULL,NULL
aerovias,NULL,NULL
aerts,NULL,NULL
aeschelus,NULL,NULL
aeschliman,NULL,NULL
aesop,"ˈisəp, -ˌsɑp",ˈi:sɔp
aesop's,NULL,NULL
aesthenopia,NULL,NULL
aesthete,ˈɛsθit,ˈi:sθi:t
aesthete's,NULL,NULL
aesthetes,is'θits,i:s'θi:ts
aesthetic,ɛsˈθɛtɪk,i:sˈθetɪk
aesthetically,es'θetɪklɪ,es'θetɪklɪ
aesthetics,ɛsˈθɛtɪks,i:s'θetɪks
aetna,ˈɛtnə,ˈetnə
aetna's,NULL,NULL
afanasyev,NULL,NULL
afar,əˈfɑr,əˈfɑ:(r)
affable,ˈæfəbəl,ˈæfəbl
affably,'æfəblɪ,'æfəblɪ
affair,əˈfer,əˈfeə(r)
affair's,NULL,NULL
affairs,NULL,əˈfɛəz
affect,əˈfɛkt,əˈfekt
affectation,ˌæfɛkˈteʃən,ˌæfekˈteɪʃn
affected,əˈfɛktɪd,əˈfektɪd
affecting,əˈfɛktɪŋ,əˈfektɪŋ
affection,əˈfɛkʃən,əˈfekʃn
affectionate,əˈfɛkʃənɪt,əˈfekʃənət
affectionately,ə'fekʃənətlɪ,ə'fekʃənətlɪ
affections,NULL,əˈfekʃənz
affective,əˈfɛktɪv,əˈfektɪv
affectively,ə'fektɪvlɪ,ə'fektɪvlɪ
affects,NULL,əˈfekts
affeldt,NULL,NULL
afferent,'æfərənt,'æfərənt
affiant,ə'faɪənt,ə'faɪənt
affidavit,ˌæfɪˈdevɪt,ˌæfəˈdeɪvɪt
affidavits,NULL,ˌæfɪˈdeɪvɪts
affiliate,əˈfɪliˌeɪt,əˈfɪlieɪt
affiliate's,NULL,NULL
affiliated,NULL,əˈfɪlieɪtɪd
